timestamp	position_rotation	position_translation
2026-03-03 06:19:27.845+00	{0,0,0.44531024,-0.8953763}	{-78.59681,86.064926,1.89}
2026-03-03 06:19:28.121+00	{0,0,0.42851037,-0.90353686}	{-78.805565,85.78711,1.89}
2026-03-03 06:19:28.461+00	{0,0,0.40540165,-0.9141387}	{-79.016846,85.50368,1.89}
2026-03-03 06:19:28.755+00	{0,0,0.38512298,-0.9228653}	{-79.21416,85.20773,1.89}
2026-03-03 06:19:29.019+00	{0,0,0.36327282,-0.9316828}	{-79.427795,84.90538,1.89}
2026-03-03 06:19:29.288+00	{0,0,0.34561905,-0.9383749}	{-79.58088,84.6443,1.89}
2026-03-03 06:19:29.471+00	{0,0,0.32797915,-0.944685}	{-79.73985,84.34734,1.89}
2026-03-03 06:19:29.75+00	{0,0,0.29965702,-0.95404696}	{-79.88779,83.97329,1.89}
2026-03-03 06:19:29.976+00	{0,0,0.26919222,-0.9630865}	{-79.989746,83.55479,1.89}
2026-03-03 06:19:30.32+00	{0,0,0.2226124,-0.97490704}	{-80.04655,83.13744,1.89}
2026-03-03 06:19:30.522+00	{0,0,0.18724078,-0.98231405}	{-80.029144,82.832245,1.89}
2026-03-03 06:19:30.798+00	{0,0,0.13247217,-0.99118674}	{-79.96634,82.44576,1.89}
2026-03-03 06:19:31.072+00	{0,0,0.076764,-0.9970493}	{-80.00302,81.94226,1.89}
2026-03-03 06:19:31.322+00	{0,0,0.011793015,-0.99993044}	{-79.648964,81.89654,1.89}
2026-03-03 06:19:31.386+00	{0,0,0.0039293664,0.99999225}	{-79.590836,81.855064,1.89}
2026-03-03 06:19:31.85+00	{0,0,0.082298435,0.9966077}	{-79.25944,81.56762,1.89}
2026-03-03 06:19:32.128+00	{0,0,0.12075554,0.9926823}	{-78.994514,81.37825,1.89}
2026-03-03 06:19:32.574+00	{0,0,0.17870969,0.98390186}	{-78.68038,81.22088,1.89}
2026-03-03 06:19:32.938+00	{0,0,0.222877,0.9748466}	{-78.33496,81.02276,1.89}
2026-03-03 06:19:33.346+00	{0,0,0.2595404,0.9657323}	{-78.016884,80.821,1.89}
2026-03-03 06:19:35.119+00	{0,0,0.30250618,0.9531474}	{-78.029015,81.12765,1.89}
2026-03-03 06:19:35.346+00	{0,0,0.34462836,0.93873924}	{-78.03602,81.467186,1.89}
2026-03-03 06:19:35.674+00	{0,0,0.40650696,0.9136477}	{-78.370575,82.19892,1.89}
2026-03-03 06:19:35.886+00	{0,0,0.44038484,0.89780915}	{-79.03337,81.6793,1.89}
2026-03-03 06:19:36.094+00	{0,0,0.49049652,0.87144315}	{-78.335976,82.46744,1.89}
2026-03-03 06:19:36.272+00	{0,0,0.5368731,0.84366304}	{-78.40243,82.79886,1.89}
2026-03-03 06:19:36.449+00	{0,0,0.5830152,0.81246126}	{-78.60422,83.0872,1.89}
2026-03-03 06:19:36.643+00	{0,0,0.6180057,0.78617364}	{-78.86443,83.31738,1.89}
2026-03-03 06:19:36.96+00	{0,0,0.6620737,0.7494388}	{-79.41143,83.64086,1.89}
2026-03-03 06:19:37.214+00	{0,0,0.6803536,0.7328841}	{-79.784645,83.78285,1.89}
2026-03-03 06:19:37.393+00	{0,0,0.69375014,0.7202158}	{-80.182175,83.87622,1.89}
2026-03-03 06:19:37.635+00	{0,0,0.702872,0.7113164}	{-80.527084,83.93635,1.89}
2026-03-03 06:19:37.765+00	{0,0,0.7096899,0.70451415}	{-80.905235,83.97951,1.89}
2026-03-03 06:19:37.969+00	{0,0,0.7147644,0.6993653}	{-81.366806,84.00632,1.89}
2026-03-03 06:19:38.193+00	{0,0,0.7180425,0.69599926}	{-81.737785,84.01216,1.89}
2026-03-03 06:19:38.41+00	{0,0,0.7191218,0.694884}	{-82.0991,84.02429,1.89}
2026-03-03 06:19:38.492+00	{0,0,0.7195805,0.6944091}	{-82.43228,84.030106,1.89}
2026-03-03 06:19:38.675+00	{0,0,0.7199665,0.6940088}	{-82.80936,84.02467,1.89}
2026-03-03 06:19:38.867+00	{0,0,0.7191949,0.6948084}	{-83.210686,84.00943,1.89}
2026-03-03 06:19:39.038+00	{0,0,0.7168662,0.6972108}	{-83.62099,83.98502,1.89}
2026-03-03 06:19:39.264+00	{0,0,0.71290815,0.7012574}	{-83.98763,83.97966,1.89}
2026-03-03 06:19:39.453+00	{0,0,0.70792043,0.7062922}	{-84.387054,83.94071,1.89}
2026-03-03 06:19:39.675+00	{0,0,0.70118,0.7129843}	{-84.728714,83.95822,1.89}
2026-03-03 06:19:39.861+00	{0,0,0.69481623,0.7191873}	{-85.04608,83.8939,1.89}
2026-03-03 06:19:40.055+00	{0,0,0.6883401,0.7253881}	{-85.40321,83.89072,1.89}
2026-03-03 06:19:40.235+00	{0,0,0.68265325,0.73074245}	{-85.73721,83.87495,1.89}
2026-03-03 06:19:40.455+00	{0,0,0.67790574,0.7351489}	{-86.08726,83.869415,1.89}
2026-03-03 06:19:40.743+00	{0,0,0.6727632,0.7398579}	{-86.461105,83.887634,1.89}
2026-03-03 06:19:41.07+00	{0,0,0.6680128,0.74414986}	{-86.804184,83.903534,1.89}
2026-03-03 06:19:41.595+00	{0,0,0.6639903,0.7477412}	{-87.124756,83.938644,1.89}
2026-03-03 06:19:43.627+00	{0,0,0.66749126,0.7446177}	{-86.69182,83.90383,1.89}
2026-03-03 06:19:43.918+00	{0,0,0.66968274,0.74264735}	{-86.32171,83.87262,1.89}
2026-03-03 06:19:44.121+00	{0,0,0.671155,0.7413171}	{-86.01553,83.842735,1.89}
2026-03-03 06:19:44.34+00	{0,0,0.66896796,0.7432913}	{-85.655975,83.81367,1.89}
2026-03-03 06:19:44.512+00	{0,0,0.6628611,0.7487424}	{-85.309364,83.73984,1.89}
2026-03-03 06:19:44.703+00	{0,0,0.65327364,0.7571219}	{-84.97116,83.64684,1.89}
2026-03-03 06:19:44.921+00	{0,0,0.6398144,0.76852953}	{-84.61123,83.52023,1.89}
2026-03-03 06:19:45.209+00	{0,0,0.6137842,0.7894739}	{-84.239815,83.36746,1.89}
2026-03-03 06:19:45.376+00	{0,0,0.5876136,0.8091417}	{-83.993065,83.16349,1.89}
2026-03-03 06:19:45.582+00	{0,0,0.5607481,0.8279865}	{-83.71716,82.86984,1.89}
2026-03-03 06:19:45.781+00	{0,0,0.5270591,0.84982866}	{-83.40521,82.67727,1.89}
2026-03-03 06:19:46.304+00	{0,0,0.46535474,0.88512427}	{-83.12244,82.85893,1.89}
2026-03-03 06:19:46.493+00	{0,0,0.43800974,0.89897025}	{-82.97284,82.53373,1.89}
2026-03-03 06:19:46.644+00	{0,0,0.42259234,0.90631986}	{-82.81167,82.24671,1.89}
2026-03-03 06:19:46.905+00	{0,0,0.3962989,0.9181216}	{-82.60105,81.89155,1.89}
2026-03-03 06:19:47.346+00	{0,0,0.37384444,0.9274914}	{-82.39524,81.67286,1.89}
2026-03-03 06:19:47.77+00	{0,0,0.3732617,0.9277261}	{-82.18175,81.44456,1.89}
2026-03-03 06:19:49.052+00	{0,0,0.2975893,0.954694}	{-82.48426,81.43827,1.89}
2026-03-03 06:19:49.356+00	{0,0,0.20647036,0.97845286}	{-82.87777,81.4073,1.89}
2026-03-03 06:19:49.635+00	{0,0,0.1385491,0.99035555}	{-83.23207,81.368004,1.89}
2026-03-03 06:19:49.937+00	{0,0,0.04775424,0.9988591}	{-83.61733,81.41864,1.89}
2026-03-03 06:19:50.063+00	{0,0,0.004171987,-0.9999913}	{-83.8222,81.46561,1.89}
2026-03-03 06:19:50.239+00	{0,0,0.088117756,-0.9961101}	{-84.080505,81.61942,1.89}
2026-03-03 06:19:50.623+00	{0,0,0.18708117,-0.98234445}	{-84.428276,81.946465,1.89}
2026-03-03 06:19:50.93+00	{0,0,0.267086,-0.9636727}	{-84.62378,82.35232,1.89}
2026-03-03 06:19:51.246+00	{0,0,0.35076243,-0.9364645}	{-84.75947,82.736755,1.89}
2026-03-03 06:19:51.56+00	{0,0,0.43596664,-0.89996284}	{-84.831184,83.20016,1.89}
2026-03-03 06:19:51.827+00	{0,0,0.49886504,-0.86667967}	{-84.80312,83.51251,1.89}
2026-03-03 06:19:52.291+00	{0,0,0.53808993,-0.8428874}	{-84.65756,83.88548,1.89}
2026-03-03 06:19:52.35+00	{0,0,0.5522552,-0.8336751}	{-85.225586,83.571526,1.89}
2026-03-03 06:19:52.524+00	{0,0,0.6034319,-0.79741454}	{-84.57672,84.24843,1.89}
2026-03-03 06:19:52.865+00	{0,0,0.6542451,-0.75628257}	{-84.43671,84.51794,1.89}
2026-03-03 06:19:53.414+00	{0,0,0.70409346,-0.71010727}	{-84.16476,84.76242,1.89}
2026-03-03 06:19:56.434+00	{0,0,0.7104485,-0.7037492}	{-83.831314,84.79135,1.89}
2026-03-03 06:19:56.898+00	{0,0,0.6836022,-0.72985476}	{-83.54687,84.68063,1.89}
2026-03-03 06:19:57.116+00	{0,0,0.6591217,-0.7520362}	{-83.11976,84.568756,1.89}
2026-03-03 06:19:57.569+00	{0,0,0.63970876,-0.76861733}	{-82.76808,84.60701,1.89}
2026-03-03 06:19:57.977+00	{0,0,0.64124155,-0.767339}	{-82.44864,84.66833,1.89}
2026-03-03 06:19:58.316+00	{0,0,0.64899325,-0.7607941}	{-82.099754,84.78001,1.89}
2026-03-03 06:19:58.651+00	{0,0,0.6584232,-0.7526479}	{-81.77133,84.88334,1.89}
2026-03-03 06:19:58.935+00	{0,0,0.6667003,-0.74532586}	{-81.44408,84.97297,1.89}
2026-03-03 06:19:59.249+00	{0,0,0.6749531,-0.73786056}	{-81.11508,85.03946,1.89}
2026-03-03 06:19:59.458+00	{0,0,0.6828806,-0.73053}	{-80.78189,85.115135,1.89}
2026-03-03 06:19:59.73+00	{0,0,0.6896138,-0.72417736}	{-80.47559,85.17033,1.89}
2026-03-03 06:20:00.29+00	{0,0,0.6977843,-0.71630794}	{-80.151985,85.23629,1.89}
2026-03-03 06:20:05.294+00	{0,0,0.7003916,-0.7137588}	{-80.02329,85.231926,1.89}
2026-03-03 06:20:10.323+00	{0,0,0.7005293,-0.71362364}	{-79.99997,85.22274,1.89}
2026-03-03 06:20:15.367+00	{0,0,0.7005188,-0.71363395}	{-80.001366,85.219444,1.89}
2026-03-03 06:20:17.894+00	{0,0,0.7071383,-0.7070753}	{-79.69377,85.26118,1.89}
2026-03-03 06:20:18.182+00	{0,0,0.7142999,-0.6998397}	{-79.3384,85.28978,1.89}
2026-03-03 06:20:18.394+00	{0,0,0.7154781,-0.69863516}	{-79.03387,85.29054,1.89}
2026-03-03 06:20:18.603+00	{0,0,0.7120277,-0.70215136}	{-78.72093,85.24319,1.89}
2026-03-03 06:20:18.85+00	{0,0,0.699494,-0.7146385}	{-78.26816,85.177505,1.89}
2026-03-03 06:20:19.07+00	{0,0,0.68286157,-0.7305478}	{-77.83982,85.11679,1.89}
2026-03-03 06:20:19.285+00	{0,0,0.6622802,-0.74925625}	{-77.4378,85.04063,1.89}
2026-03-03 06:20:19.395+00	{0,0,0.6465952,-0.7628333}	{-77.09647,85.009834,1.89}
2026-03-03 06:20:19.514+00	{0,0,0.63002753,-0.77657276}	{-76.784035,84.977844,1.89}
2026-03-03 06:20:19.77+00	{0,0,0.5946229,-0.80400467}	{-76.29783,85.03402,1.89}
2026-03-03 06:20:19.98+00	{0,0,0.57490695,-0.81821877}	{-75.82338,85.01706,1.89}
2026-03-03 06:20:20.106+00	{0,0,0.5462542,-0.8376194}	{-75.31746,85.07691,1.89}
2026-03-03 06:20:20.248+00	{0,0,0.5264248,-0.85022163}	{-74.96384,85.17064,1.89}
2026-03-03 06:20:20.451+00	{0,0,0.5077181,-0.8615232}	{-74.65563,85.272484,1.89}
2026-03-03 06:20:20.513+00	{0,0,0.49045897,-0.87146425}	{-74.29523,85.374115,1.89}
2026-03-03 06:20:20.675+00	{0,0,0.47729576,-0.8787427}	{-73.89665,85.40542,1.89}
2026-03-03 06:20:20.771+00	{0,0,0.4618837,-0.8869405}	{-73.57446,85.56065,1.89}
2026-03-03 06:20:21.003+00	{0,0,0.44220868,-0.89691216}	{-73.09404,85.75271,1.89}
2026-03-03 06:20:21.163+00	{0,0,0.43158698,-0.9020713}	{-72.80708,85.9261,1.89}
2026-03-03 06:20:21.249+00	{0,0,0.42142877,-0.9068615}	{-72.52999,86.10454,1.89}
2026-03-03 06:20:21.444+00	{0,0,0.40981284,-0.91216964}	{-72.11206,86.399414,1.89}
2026-03-03 06:20:21.594+00	{0,0,0.40385017,-0.91482514}	{-71.849236,86.61666,1.89}
2026-03-03 06:20:21.849+00	{0,0,0.39755318,-0.9175791}	{-71.44357,86.94503,1.89}
2026-03-03 06:20:21.952+00	{0,0,0.39594975,-0.91827214}	{-71.19368,87.176125,1.89}
2026-03-03 06:20:22.054+00	{0,0,0.3969844,-0.91782534}	{-70.94624,87.406235,1.89}
2026-03-03 06:20:22.214+00	{0,0,0.39973733,-0.91662973}	{-70.71848,87.65237,1.89}
2026-03-03 06:20:22.341+00	{0,0,0.40559158,-0.9140544}	{-70.472855,87.884544,1.89}
2026-03-03 06:20:22.448+00	{0,0,0.4130633,-0.9107023}	{-70.25348,88.11486,1.89}
2026-03-03 06:20:22.691+00	{0,0,0.4303762,-0.9026496}	{-69.93468,88.344734,1.89}
2026-03-03 06:20:22.825+00	{0,0,0.4343805,-0.9007295}	{-69.75417,88.603004,1.89}
2026-03-03 06:20:23.026+00	{0,0,0.4444586,-0.8957994}	{-69.53494,88.82837,1.89}
2026-03-03 06:20:23.137+00	{0,0,0.45607087,-0.8899434}	{-69.30124,89.05551,1.89}
2026-03-03 06:20:23.341+00	{0,0,0.467196,-0.8841538}	{-69.065575,89.283005,1.89}
2026-03-03 06:20:23.604+00	{0,0,0.4790845,-0.87776875}	{-68.80395,89.5053,1.89}
2026-03-03 06:20:23.97+00	{0,0,0.49096844,-0.8711774}	{-68.54704,89.708626,1.89}
2026-03-03 06:20:24.579+00	{0,0,0.49938184,-0.866382}	{-68.30043,89.89578,1.89}
2026-03-03 06:20:25.018+00	{0,0,0.50273675,-0.86443955}	{-68.03993,90.07024,1.89}
2026-03-03 06:20:25.271+00	{0,0,0.5060103,-0.86252743}	{-67.760056,90.23803,1.89}
2026-03-03 06:20:25.827+00	{0,0,0.5148814,-0.8572614}	{-67.50955,90.41933,1.89}
2026-03-03 06:20:26.786+00	{0,0,0.48789802,-0.8729006}	{-67.765366,90.15353,1.89}
2026-03-03 06:20:27.036+00	{0,0,0.46280056,-0.8864624}	{-67.98564,89.89431,1.89}
2026-03-03 06:20:27.255+00	{0,0,0.44280103,-0.8966199}	{-68.16794,89.64548,1.89}
2026-03-03 06:20:27.438+00	{0,0,0.42458495,-0.90538806}	{-68.37051,89.39573,1.89}
2026-03-03 06:20:27.642+00	{0,0,0.40927875,-0.91240937}	{-68.58741,89.147644,1.89}
2026-03-03 06:20:27.853+00	{0,0,0.39929023,-0.9168246}	{-68.80586,88.89548,1.89}
2026-03-03 06:20:28.046+00	{0,0,0.39339876,-0.9193679}	{-69.02573,88.6761,1.89}
2026-03-03 06:20:28.241+00	{0,0,0.38963148,-0.92097086}	{-69.283646,88.40755,1.89}
2026-03-03 06:20:28.437+00	{0,0,0.38641372,-0.92232555}	{-69.53826,88.14787,1.89}
2026-03-03 06:20:28.644+00	{0,0,0.38323125,-0.9236524}	{-69.763535,87.93891,1.89}
2026-03-03 06:20:28.866+00	{0,0,0.3806411,-0.92472285}	{-70.015366,87.66875,1.89}
2026-03-03 06:20:29.025+00	{0,0,0.37729067,-0.9260949}	{-70.264496,87.382034,1.89}
2026-03-03 06:20:29.241+00	{0,0,0.37442002,-0.9272592}	{-70.50634,87.11856,1.89}
2026-03-03 06:20:29.441+00	{0,0,0.37384748,-0.9274902}	{-70.71626,86.87454,1.89}
2026-03-03 06:20:29.674+00	{0,0,0.37798738,-0.92581075}	{-71.01028,86.59045,1.89}
2026-03-03 06:20:29.943+00	{0,0,0.3946499,-0.9188316}	{-71.38071,86.33485,1.89}
2026-03-03 06:20:30.16+00	{0,0,0.41066563,-0.911786}	{-71.725136,86.11021,1.89}
2026-03-03 06:20:30.316+00	{0,0,0.42664036,-0.9044213}	{-72.02269,85.90841,1.89}
2026-03-03 06:20:30.667+00	{0,0,0.44945708,-0.8933019}	{-72.38684,85.75422,1.89}
2026-03-03 06:20:30.849+00	{0,0,0.46528885,-0.8851589}	{-72.7947,85.48857,1.89}
2026-03-03 06:20:31.061+00	{0,0,0.47948834,-0.8775482}	{-73.13627,85.34947,1.89}
2026-03-03 06:20:31.381+00	{0,0,0.5042199,-0.8635753}	{-73.488914,85.15088,1.89}
2026-03-03 06:20:31.549+00	{0,0,0.51071113,-0.85975236}	{-73.81893,85.05449,1.89}
2026-03-03 06:20:31.858+00	{0,0,0.5379852,-0.8429542}	{-74.09858,84.89886,1.89}
2026-03-03 06:20:32.067+00	{0,0,0.54856586,-0.8361073}	{-74.409325,84.85483,1.89}
2026-03-03 06:20:32.253+00	{0,0,0.5583413,-0.8296113}	{-74.91533,84.68378,1.89}
2026-03-03 06:20:32.43+00	{0,0,0.56510884,-0.8250163}	{-75.22867,84.59617,1.89}
2026-03-03 06:20:32.67+00	{0,0,0.5707725,-0.82110816}	{-75.5992,84.46318,1.89}
2026-03-03 06:20:32.926+00	{0,0,0.5753511,-0.8179065}	{-75.994514,84.30928,1.89}
2026-03-03 06:20:33.173+00	{0,0,0.57515246,-0.8180462}	{-76.357735,84.18464,1.89}
2026-03-03 06:20:33.316+00	{0,0,0.57374537,-0.8190337}	{-76.69962,84.05355,1.89}
2026-03-03 06:20:33.51+00	{0,0,0.5694693,-0.8220126}	{-77.03314,83.92252,1.89}
2026-03-03 06:20:33.748+00	{0,0,0.5657482,-0.824578}	{-77.335846,83.7954,1.89}
2026-03-03 06:20:33.909+00	{0,0,0.56134933,-0.8275789}	{-77.70157,83.649284,1.89}
2026-03-03 06:20:34.141+00	{0,0,0.55737007,-0.83026415}	{-78.060974,83.49508,1.89}
2026-03-03 06:20:34.319+00	{0,0,0.55394053,-0.8325562}	{-78.367455,83.36078,1.89}
2026-03-03 06:20:34.509+00	{0,0,0.55330646,-0.8329777}	{-78.73722,83.19666,1.89}
2026-03-03 06:20:34.727+00	{0,0,0.5577782,-0.82999}	{-79.04305,83.08399,1.89}
2026-03-03 06:20:34.907+00	{0,0,0.56784415,-0.82313603}	{-79.375114,82.99178,1.89}
2026-03-03 06:20:35.191+00	{0,0,0.5922098,-0.80578375}	{-79.72915,82.91931,1.89}
2026-03-03 06:20:35.378+00	{0,0,0.6199832,-0.78461504}	{-80.08541,82.88887,1.89}
2026-03-03 06:20:35.549+00	{0,0,0.6371152,-0.7707685}	{-80.45242,82.977974,1.89}
2026-03-03 06:20:35.842+00	{0,0,0.6835821,-0.7298736}	{-80.938034,83.153046,1.89}
2026-03-03 06:20:36.029+00	{0,0,0.70833665,-0.70587474}	{-81.28724,83.34431,1.89}
2026-03-03 06:20:36.211+00	{0,0,0.7336737,-0.679502}	{-81.5783,83.555824,1.89}
2026-03-03 06:20:36.389+00	{0,0,0.77859825,-0.62752277}	{-81.80027,83.80925,1.89}
2026-03-03 06:20:36.619+00	{0,0,0.819098,-0.57365364}	{-82.00013,84.13302,1.89}
2026-03-03 06:20:36.84+00	{0,0,0.8581989,-0.5133174}	{-82.11399,84.46498,1.89}
2026-03-03 06:20:36.986+00	{0,0,0.8954431,-0.44517606}	{-82.15954,84.82271,1.89}
2026-03-03 06:20:37.172+00	{0,0,0.92541975,-0.37894374}	{-82.148506,85.15368,1.89}
2026-03-03 06:20:37.39+00	{0,0,0.94913256,-0.3148768}	{-82.09991,85.46996,1.89}
2026-03-03 06:20:37.662+00	{0,0,0.9719035,-0.23537977}	{-81.997955,85.85477,1.89}
2026-03-03 06:20:37.858+00	{0,0,0.9847129,-0.17418517}	{-81.882126,86.15076,1.89}
2026-03-03 06:20:38.035+00	{0,0,0.9923973,-0.12307532}	{-81.778404,86.466995,1.89}
2026-03-03 06:20:38.369+00	{0,0,0.99697655,-0.07770333}	{-81.583405,86.83905,1.89}
2026-03-03 06:20:38.927+00	{0,0,0.9996122,-0.027846828}	{-81.47137,87.13525,1.89}
2026-03-03 06:20:39.166+00	{0,0,0.24451219,-0.9696462}	{-77.043594,97.62324,1.89}
2026-03-03 06:20:39.91+00	{0,0,0.24834326,-0.9686721}	{-76.89256,97.93898,1.89}
2026-03-03 06:20:40.165+00	{0,0,0.27194425,-0.962313}	{-76.80914,98.258934,1.89}
2026-03-03 06:20:40.396+00	{0,0,0.30306214,-0.9529708}	{-76.756645,98.56368,1.89}
2026-03-03 06:20:40.557+00	{0,0,0.3485437,-0.9372925}	{-76.68758,98.89859,1.89}
2026-03-03 06:20:40.792+00	{0,0,0.37532803,-0.92689204}	{-76.62583,99.29259,1.89}
2026-03-03 06:20:40.989+00	{0,0,0.43094662,-0.9023774}	{-76.52415,99.666855,1.89}
2026-03-03 06:20:41.24+00	{0,0,0.48075867,-0.8768529}	{-76.3781,100.154,1.89}
2026-03-03 06:20:41.446+00	{0,0,0.5273231,-0.8496648}	{-76.111115,100.47589,1.89}
2026-03-03 06:20:41.528+00	{0,0,0.53860873,-0.842556}	{-75.894936,100.71934,1.89}
2026-03-03 06:20:41.695+00	{0,0,0.57318366,-0.8194269}	{-75.5926,101.0372,1.89}
2026-03-03 06:20:41.882+00	{0,0,0.59208083,-0.8058786}	{-75.33848,101.23198,1.89}
2026-03-03 06:20:42.047+00	{0,0,0.6155957,-0.7880621}	{-75.03075,101.44535,1.89}
2026-03-03 06:20:42.381+00	{0,0,0.64254236,-0.76625013}	{-74.65998,101.4011,1.89}
2026-03-03 06:20:42.516+00	{0,0,0.6428442,-0.7659969}	{-73.98922,101.669014,1.89}
2026-03-03 06:20:42.65+00	{0,0,0.6416122,-0.76702917}	{-73.66703,101.69931,1.89}
2026-03-03 06:20:42.832+00	{0,0,0.6373201,-0.7705991}	{-73.20186,101.74553,1.89}
2026-03-03 06:20:43.051+00	{0,0,0.6312609,-0.7755705}	{-72.77176,101.80017,1.89}
2026-03-03 06:20:43.273+00	{0,0,0.62604517,-0.77978677}	{-72.34702,101.85928,1.89}
2026-03-03 06:20:43.508+00	{0,0,0.6213367,-0.78354365}	{-72.04858,101.90785,1.89}
2026-03-03 06:20:43.627+00	{0,0,0.61739945,-0.78664976}	{-71.67577,101.98489,1.89}
2026-03-03 06:20:43.969+00	{0,0,0.6142201,-0.78913474}	{-71.31761,102.065445,1.89}
2026-03-03 06:20:44.207+00	{0,0,0.6150395,-0.78849626}	{-71.005,102.14982,1.89}
2026-03-03 06:20:44.667+00	{0,0,0.6222062,-0.78285336}	{-70.67764,102.27201,1.89}
2026-03-03 06:20:45.421+00	{0,0,0.62846047,-0.77784145}	{-70.38899,102.3678,1.89}
2026-03-03 06:20:46.09+00	{0,0,0.63204277,-0.77493346}	{-70.08744,102.44292,1.89}
2026-03-03 06:20:46.787+00	{0,0,0.63608885,-0.77161574}	{-69.79419,102.52449,1.89}
2026-03-03 06:20:47.584+00	{0,0,0.6405964,-0.7678777}	{-69.485374,102.58607,1.89}
2026-03-03 06:20:49.803+00	{0,0,0.6415085,-0.76711583}	{-69.81752,102.541794,1.89}
2026-03-03 06:20:49.983+00	{0,0,0.64271104,-0.76610863}	{-70.15191,102.479836,1.89}
2026-03-03 06:20:50.156+00	{0,0,0.64306134,-0.76581466}	{-70.458305,102.450775,1.89}
2026-03-03 06:20:50.394+00	{0,0,0.64426076,-0.76480585}	{-70.78904,102.39547,1.89}
2026-03-03 06:20:50.59+00	{0,0,0.6453576,-0.76388055}	{-71.11607,102.33971,1.89}
2026-03-03 06:20:50.786+00	{0,0,0.6473347,-0.7622058}	{-71.42336,102.30088,1.89}
2026-03-03 06:20:50.985+00	{0,0,0.6506722,-0.7593587}	{-71.77865,102.252846,1.89}
2026-03-03 06:20:51.196+00	{0,0,0.6532857,-0.75711143}	{-72.11802,102.21842,1.89}
2026-03-03 06:20:51.378+00	{0,0,0.6550859,-0.7555543}	{-72.432594,102.181625,1.89}
2026-03-03 06:20:51.727+00	{0,0,0.65311927,-0.757255}	{-72.74787,102.11905,1.89}
2026-03-03 06:20:51.863+00	{0,0,0.64473855,-0.7644031}	{-73.04419,102.04312,1.89}
2026-03-03 06:20:52.233+00	{0,0,0.6293009,-0.7771617}	{-73.35371,101.94556,1.89}
2026-03-03 06:20:53.148+00	{0,0,0.6618223,-0.74966073}	{-73.07567,101.67813,1.89}
2026-03-03 06:20:53.282+00	{0,0,0.69258475,-0.7213365}	{-72.98587,102.04953,1.89}
2026-03-03 06:20:53.429+00	{0,0,0.73695076,-0.67594653}	{-72.936745,102.41533,1.89}
2026-03-03 06:20:53.642+00	{0,0,0.7851085,-0.6193583}	{-72.78487,102.72195,1.89}
2026-03-03 06:20:53.839+00	{0,0,0.8358449,-0.54896575}	{-72.58746,102.97746,1.89}
2026-03-03 06:20:54.117+00	{0,0,0.8949479,-0.44617072}	{-72.721016,102.38092,1.89}
2026-03-03 06:20:54.445+00	{0,0,0.9374011,-0.34825155}	{-72.061646,102.87475,1.89}
2026-03-03 06:20:54.592+00	{0,0,0.957956,-0.2869151}	{-71.787834,103.05049,1.89}
2026-03-03 06:20:54.841+00	{0,0,0.99013364,-0.1401265}	{-71.385124,102.998314,1.89}
2026-03-03 06:20:55.528+00	{0,0,0.99798006,0.06352782}	{-70.81556,102.66693,1.89}
2026-03-03 06:20:55.699+00	{0,0,0.98992115,0.14161967}	{-70.53971,102.41928,1.89}
2026-03-03 06:20:55.876+00	{0,0,0.98511887,0.17187452}	{-69.90497,102.98505,1.89}
2026-03-03 06:20:56.067+00	{0,0,0.98599845,0.16675454}	{-70.30804,102.476494,1.89}
2026-03-03 06:20:56.465+00	{0,0,0.95933443,0.28227195}	{-70.223816,102.15093,1.89}
2026-03-03 06:20:56.652+00	{0,0,0.94495827,0.3271908}	{-70.22801,101.773285,1.89}
2026-03-03 06:20:56.826+00	{0,0,0.929956,0.36767083}	{-70.30181,101.4279,1.89}
2026-03-03 06:20:57.042+00	{0,0,0.91567296,0.40192407}	{-70.43619,101.10283,1.89}
2026-03-03 06:20:57.288+00	{0,0,0.8955846,0.44489124}	{-70.65468,100.82848,1.89}
2026-03-03 06:20:57.506+00	{0,0,0.8832399,0.46892133}	{-70.95752,100.50809,1.89}
2026-03-03 06:20:57.722+00	{0,0,0.87349385,0.4868351}	{-71.19371,100.26586,1.89}
2026-03-03 06:20:57.924+00	{0,0,0.8654142,0.5010571}	{-71.45878,100.04654,1.89}
2026-03-03 06:20:58.108+00	{0,0,0.85884356,0.51223785}	{-71.759514,99.81191,1.89}
2026-03-03 06:20:58.308+00	{0,0,0.8534796,0.5211262}	{-72.05093,99.59801,1.89}
2026-03-03 06:20:58.512+00	{0,0,0.84935385,0.52782387}	{-72.38962,99.38097,1.89}
2026-03-03 06:20:58.721+00	{0,0,0.84639937,0.53254867}	{-72.71182,99.197716,1.89}
2026-03-03 06:20:58.923+00	{0,0,0.84579414,0.5335093}	{-73.03331,99.04333,1.89}
2026-03-03 06:20:59.124+00	{0,0,0.84751254,0.5307753}	{-73.356224,98.90521,1.89}
2026-03-03 06:20:59.312+00	{0,0,0.8505922,0.52582586}	{-73.710304,98.73763,1.89}
2026-03-03 06:20:59.568+00	{0,0,0.8567476,0.5157358}	{-74.08422,98.59299,1.89}
2026-03-03 06:20:59.772+00	{0,0,0.8644331,0.5027478}	{-74.42163,98.466705,1.89}
2026-03-03 06:20:59.998+00	{0,0,0.8741097,0.48572856}	{-74.74983,98.362144,1.89}
2026-03-03 06:21:00.175+00	{0,0,0.8857253,0.46420968}	{-75.043396,98.26867,1.89}
